timestamp,page,merchant,banks,price,min_limit,max_limit,available,orders,success_rate
2026-05-10 23:11:27,5,GJCB_Trader,Banesco,657.5,200000.0,1900000.0,2668.79,5267,99.8
2026-05-10 23:11:27,5,cambiosaular,Bancamiga,657.5,500000.0,1953000.0,3000.0,2910,93.6
2026-05-10 23:11:27,5,NimaX-64,"Bancamiga, BNC Banco Nacional de Crédito",657.5,1000000.0,5000000.0,4326.62,2276,98.3
2026-05-10 23:11:27,5,raParadas-31,Banesco,657.5,500000.0,10000000.0,2443.16,6224,99.7
2026-05-10 23:11:27,5,roaord05,Mercantil,657.5,100000.0,10000000.0,376.45,7858,99.6
2026-05-10 23:11:27,5,LeNary-,"Bancamiga, Provincial, BNC Banco Nacional de Crédito",657.59,300000.0,900000.0,1165.98,4374,99.3
2026-05-10 23:15:52,1,LATIGRACOIN老虎,"Mercantil, Provincial, BBVA",669.999,20000.0,4000000.0,12882.81,2235,99.6
2026-05-10 23:15:52,1,Importinggroup,Mercantil,654.5,30000.0,200000.0,50.63,1047,98.9
2026-05-10 23:15:52,1,fundatrade,"Banesco, Mercantil, BNC Banco Nacional de Crédito",656.4,30000.0,10000000.0,57.43,2409,94.2
2026-05-10 23:15:52,1,Latinlf,Pago Movil,656.589,5000.0,10000000.0,11.33,4258,99.1
2026-05-10 23:15:52,1,Elqueyasabes,Provincial,656.6,100000.0,500000.0,393.68,4498,98.2
2026-05-10 23:15:52,1,Mahc012712,Provincial,656.7,200000.0,208700.0,320.0,134,100.0
2026-05-10 23:15:52,1,Cambios-G,"Pago Movil, Banco del Tesoro",656.7,100000.0,3000000.0,600.0,1757,100.0
2026-05-10 23:15:52,1,AskenLurom,"BNC Banco Nacional de Crédito, Bancaribe, Bancamiga",656.75,30000.0,2000000.0,345.7,449,97.9
2026-05-10 23:15:52,1,P2T___P2T,Bancamiga,656.798,400000.0,5258787.0,8014.0,1177,99.8
2026-05-10 23:15:52,1,In_God-I_trust,Bancamiga,656.799,3300000.0,39393790.0,35724.71,3412,99.9
2026-05-10 23:15:52,1,RJDtrades,Banesco,656.8,788160.0,790130.0,1203.0,1554,100.0
2026-05-10 23:15:56,2,kaizenholder,Banesco,656.8,300000.0,10000000.0,1649.05,2014,99.9
2026-05-10 23:15:56,2,hc investings ,"Mercantil, Pago Movil",656.89,300000.0,3000000.0,712.82,9441,99.1
2026-05-10 23:15:56,2,OjrsTrade,Banesco,656.9,500000.0,5000000.0,3772.94,4192,99.7
2026-05-10 23:15:56,2,CriptoIntercambios1,Banco de Venezuela,656.94,500000.0,14000000.0,1236.48,7895,100.0
2026-05-10 23:15:56,2,Tachira2008,Provincial,656.97,500000.0,5000000.0,2000.0,2447,99.3
2026-05-10 23:15:56,2,Panamtrading,Banesco,657.0,3300000.0,32900000.0,89989.07,250,98.1
2026-05-10 23:15:56,2,Manda2-,Banesco,657.0,5000000.0,1400000000.0,74119.87,878,99.4
2026-05-10 23:15:56,2,tovir2572,"Bank Transfer, Banco de Venezuela",657.0,2000000.0,9000000.0,9359.05,2735,99.8
2026-05-10 23:15:56,2,TioRico699,Mercantil,657.0,3300000.0,50000000.0,45525.8,7985,99.6
2026-05-10 23:15:56,2,何塞 路易斯 坩埚,"Provincial, BBVA",657.0,3300000.0,50000000.0,50039.07,675,99.9
2026-05-10 23:16:00,3,Elloro2301,Bank Transfer,657.0,1000000.0,2000000.0,3050.0,406,97.4
2026-05-10 23:16:00,3,Inversiones-Walaw,Bancamiga,657.0,20000.0,2000000.0,110.03,6547,100.0
2026-05-10 23:16:00,3,TokenSwift,Banesco,657.0,500000.0,1900000.0,1633.75,4390,99.6
2026-05-10 23:16:00,3,Cambiosbraycar,"Banesco, Provincial, BBVA",657.0,300000.0,2000000.0,682.41,3827,99.6
2026-05-10 23:16:00,3,StartBusiness,"Bank Transfer, Banco de Venezuela",657.0,500000.0,1138100.0,1732.33,9927,99.7
2026-05-10 23:16:00,3,Jyqz,BNC Banco Nacional de Crédito,657.0,60000.0,1056000.0,856.0,6239,100.0
2026-05-10 23:16:00,3,MentalStagnums,"BNC Banco Nacional de Crédito, Bank Transfer, Banco de Venezuela",657.179,1200000.0,14000000.0,16051.75,2564,100.0
2026-05-10 23:16:00,3,D B Pago Rápido y Seguro,"Bank Transfer, Banco de Venezuela",657.18,3300000.0,50000000.0,30039.24,3246,99.1
2026-05-10 23:16:00,3,-TSxRV-,"Provincial, Mercantil, Bank Transfer, Banco de Venezuela",657.19,3300000.0,54000000.0,67011.71,2917,99.5
2026-05-10 23:16:00,3,OPABIANCHI,"Bank Transfer, Banco de Venezuela",657.222,2000000.0,5500000.0,7513.13,6156,99.6
2026-05-10 23:16:02,4,Drizzt_D,Banesco,657.259,230000.0,2000000.0,400.8,2393,100.0
2026-05-10 23:16:02,4,-APEX-,"Bank Transfer, Mercantil, Banco de Venezuela",657.3,3300000.0,200000000.0,67730.59,979,99.9
2026-05-10 23:16:02,4,Cambioslaw,Banesco,657.376,200000.0,4000000.0,707.09,1074,99.9
2026-05-10 23:16:02,4,Al3ss0,Banesco,657.39,1500000.0,6500000.0,7117.02,1203,100.0
2026-05-10 23:16:02,4,LuicmarTrader,"BNC Banco Nacional de Crédito, Provincial, BBVA",657.4,100000.0,10000000.0,1711.88,1608,99.9
2026-05-10 23:16:02,4,chichiwilote,Banesco,657.4,500000.0,10000000.0,7407.19,6567,99.7
2026-05-10 23:16:02,4,InvMiggy,"Banesco, Mercantil, Bank Transfer, Banco de Venezuela",657.4,3300000.0,70000000.0,42550.14,2529,98.2
2026-05-10 23:16:02,4,davzotrading,"Banesco, Pago Movil",657.44,200000.0,1400000.0,491.67,4477,98.8
2026-05-10 23:16:02,4,Apolo_Cript,"Banesco, Provincial, Bank Transfer, Mercantil, BNC Banco Nacional de Crédito",657.486,900000.0,10000000.0,1476.02,833,94.2
2026-05-10 23:16:02,4,InversionesMR,"Banesco, BNC Banco Nacional de Crédito",657.49,1000000.0,10000000.0,10766.0,710,98.7
2026-05-10 23:16:05,5,EverCryptoUSDT ,"Bancamiga, Pago Movil, Provincial, BBVA",657.49,500000.0,9000000.0,6026.89,4757,98.1
2026-05-10 23:16:05,5,BalduinoIV,Banesco,657.498,3300000.0,50000000.0,49681.18,3390,99.0
2026-05-10 23:16:05,5,GJCB_Trader,Banesco,657.5,200000.0,1900000.0,2668.79,5267,99.8
2026-05-10 23:16:05,5,cambiosaular,Bancamiga,657.5,500000.0,1953000.0,2098.14,2910,93.6
2026-05-10 23:16:05,5,NimaX-64,"Bancamiga, BNC Banco Nacional de Crédito",657.5,1000000.0,5000000.0,4326.62,2277,98.3
2026-05-10 23:16:05,5,raParadas-31,Banesco,657.5,500000.0,10000000.0,2443.16,6224,99.7
2026-05-10 23:16:05,5,roaord05,Mercantil,657.5,100000.0,10000000.0,536.79,7859,99.6
2026-05-10 23:16:05,5,LeNary-,"Bancamiga, Provincial, BNC Banco Nacional de Crédito",657.59,300000.0,900000.0,1165.98,4374,99.3
2026-05-10 23:16:05,5,AndradeGasconTITULAR,"Banesco, Pago Movil",657.59,150000.0,5000000.0,1789.44,5899,98.9
2026-05-10 23:16:05,5,BUSSINESByD,"Provincial, Banesco, Pago Movil, BNC Banco Nacional de Crédito, Bancamiga",657.6,25000.0,300000.0,568.51,604,97.9
2026-05-10 23:20:47,1,LATIGRACOIN老虎,"Mercantil, Provincial, BBVA",669.999,20000.0,4000000.0,12882.81,2235,99.6
2026-05-10 23:20:47,1,Importinggroup,Mercantil,654.5,30000.0,200000.0,50.63,1047,98.9
2026-05-10 23:20:47,1,fundatrade,"Banesco, Mercantil, BNC Banco Nacional de Crédito",656.4,30000.0,10000000.0,57.43,2409,94.2
2026-05-10 23:20:47,1,Latinlf,Pago Movil,656.589,5000.0,10000000.0,21.47,4260,99.1
2026-05-10 23:20:47,1,Elqueyasabes,Provincial,656.6,100000.0,500000.0,393.68,4498,98.2
2026-05-10 23:20:47,1,Mahc012712,Provincial,656.7,200000.0,208700.0,320.0,134,100.0
2026-05-10 23:20:47,1,Cambios-G,"Pago Movil, Banco del Tesoro",656.7,100000.0,3000000.0,733.88,1757,100.0
2026-05-10 23:20:47,1,AskenLurom,"BNC Banco Nacional de Crédito, Bancaribe, Bancamiga",656.75,30000.0,2000000.0,264.84,450,97.9
2026-05-10 23:20:47,1,P2T___P2T,Bancamiga,656.798,400000.0,5258787.0,8014.0,1177,99.8
2026-05-10 23:20:47,1,In_God-I_trust,Bancamiga,656.799,3300000.0,39393790.0,35724.71,3414,99.9
2026-05-10 23:20:47,1,RJDtrades,Banesco,656.8,788160.0,790130.0,1203.0,1554,100.0
2026-05-10 23:20:51,2,hc investings ,"Mercantil, Pago Movil",656.89,300000.0,3000000.0,712.82,9441,99.1
2026-05-10 23:20:51,2,OjrsTrade,Banesco,656.9,500000.0,5000000.0,3772.94,4192,99.7
2026-05-10 23:20:51,2,CriptoIntercambios1,Banco de Venezuela,656.94,500000.0,14000000.0,1236.48,7897,100.0
